"filename", "language", "Dart", "comment", "blank", "total"
"/home/essam/Dev/car_rental/lib/constants/assets.dart", "Dart", 1, 2, 1, 4
"/home/essam/Dev/car_rental/lib/core/services/quent_auth_service.dart", "Dart", 13, 0, 4, 17
"/home/essam/Dev/car_rental/lib/features/home/domain/data/models/best_car_model/car_car_model.dart", "Dart", 197, 0, 24, 221
"/home/essam/Dev/car_rental/lib/features/home/domain/data/models/brand/brand_model.dart", "Dart", 9, 0, 3, 12
"/home/essam/Dev/car_rental/lib/features/home/presentation/views/widgets/car_details_slider.dart", "Dart", 31, 0, 0, 31
"/home/essam/Dev/car_rental/lib/features/home/presentation/views/widgets/car_details_view_body.dart", "Dart", 3, 0, 0, 3
"/home/essam/Dev/car_rental/lib/features/home/presentation/views/widgets/car_reviews.dart", "Dart", 27, 0, 1, 28
"/home/essam/Dev/car_rental/lib/features/home/presentation/views/widgets/custom_car_details_button.dart", "Dart", 41, 0, 3, 44
"/home/essam/Dev/car_rental/lib/features/home/presentation/views/widgets/profile_pic.dart", "Dart", -1, 0, 0, -1
"/home/essam/Dev/car_rental/lib/features/home/presentation/views/widgets/review_card.dart", "Dart", 88, 0, 7, 95
"/home/essam/Dev/car_rental/lib/main.dart", "Dart", 5, 1, 1, 7
"Total", "-", 414, 3, 44, 461
